2, 10, 10, 1
220, 2, 2, 1
2, 2, 2, 1
220, 4, 4, 1
2, 6, 6, 1
220, 2, 2, 1
2, 14, 14, 1
220, 3, 3, 1
2, 3, 3, 1
220, 2, 2, 1
2, 9, 9, 1
220, 5, 5, 1
2, 381, 183, 2
224, 2, 2, 1
2, 7, 7, 1
224, 2, 2, 1
2, 2, 2, 1
224, 2, 2, 1
2, 10, 10, 1
224, 3, 3, 1
2, 2, 2, 1
224, 2, 2, 1
2, 19, 19, 1
224, 2, 2, 1
2, 29, 29, 1
224, 4, 4, 1
2, 469, 230, 2
2267, 2, 2, 1
2, 2, 2, 1
2267, 2, 2, 1
2, 2, 2, 1
2267, 2, 2, 1
2, 15, 14, 1
2269, 8, 8, 1
2, 14, 14, 1
227, 2, 2, 1
2, 24, 23, 1
227, 2, 2, 1
2, 2, 2, 1
227, 3, 3, 1
2, 28, 25, 1
227, 5, 5, 1
2, 22, 21, 1
227, 4, 4, 1
2, 13, 13, 1
227, 2, 2, 1
2, 5, 5, 1
227, 2, 2, 1
2, 2, 2, 1
227, 4, 4, 1
2, 11, 11, 1
227, 3, 3, 1
2, 17, 16, 1
227, 2, 2, 1
2, 3, 3, 1
227, 11, 9, 1
2, 4, 4, 1
227, 2, 2, 1
2, 2, 2, 1
227, 2, 2, 1
2, 7, 7, 1
227, 3, 3, 1
2, 19, 17, 1
227, 2, 2, 1
2, 25, 24, 1
228, 2, 2, 1
2, 17, 17, 1
228, 11, 11, 1
2, 429, 213, 2
2301, 2, 2, 1
230, 4, 4, 1
2, 3, 3, 1
230, 3, 3, 1
2, 2, 2, 1
230, 3, 3, 1
2, 11, 11, 1
230, 2, 2, 1
2, 11, 11, 1
230, 7, 7, 1
2, 17, 17, 1
230, 2, 2, 1
2, 13, 12, 1
230, 2, 2, 1
2, 21, 18, 1
23, 2, 2, 1
2, 26, 26, 1
23, 2, 2, 1
2, 44, 36, 1
2312, 3, 2, 1
2, 44, 35, 1
2314, 2, 2, 1
2, 32, 29, 1
23, 2, 2, 1
2, 227, 149, 1
232, 3, 3, 1
2, 48, 48, 1
232, 4, 4, 1
2, 4, 4, 1
232, 2, 2, 1
2, 2, 2, 1
232, 2, 2, 1
2, 97, 84, 1
232, 3, 3, 1
2, 5, 5, 1
232, 2, 2, 1
2, 6, 6, 1
232, 4, 4, 1
2, 10, 10, 1
232, 6, 6, 1
2, 33, 27, 1
233, 5, 5, 1
2, 7, 7, 1
233, 13, 13, 1
2, 20, 19, 1
233, 2, 2, 1
2, 22, 19, 1
233, 4, 4, 1
2, 16, 15, 1
233, 3, 3, 1
2, 3, 3, 1
233, 6, 6, 1
2, 2, 2, 1
233, 2, 2, 1
2, 350, 208, 1
235, 2, 2, 1
2, 25, 22, 1
235, 2, 2, 1
2, 21, 18, 1
235, 2, 2, 1
2, 23, 21, 1
235, 3, 3, 1
2, 7, 7, 1
235, 2, 2, 1
2, 5, 5, 1
235, 3, 3, 1
2, 2, 2, 1
235, 9, 9, 1
2, 19, 19, 1
235, 2, 2, 1
2, 34, 34, 1
235, 3, 3, 1
2, 2, 2, 1
235, 4, 4, 1
2, 18, 18, 1
235, 2, 2, 1
2, 4, 4, 1
235, 5, 4, 1
2, 30, 30, 1
235, 3, 3, 1
2, 20, 20, 1
235, 4, 3, 1
2, 1293, 237, 5
24, 2, 2, 1
2, 2, 2, 1
24, 2, 2, 1
2, 211, 164, 1
24, 2, 2, 1
2, 15, 15, 1
24, 2, 2, 1
2, 7, 7, 1
24, 4, 3, 1
2, 81, 63, 1
24, 2, 2, 1
2, 12, 11, 1
24, 2, 2, 1
2, 8, 8, 1
24, 2, 2, 1
2, 114, 78, 1
24, 2, 2, 1
2, 1209, 214, 5
250, 2, 2, 1
2, 589, 193, 3
25, 2, 2, 1
2, 438, 172, 2
255, 2, 2, 1
2, 12, 12, 1
255, 5, 5, 1
2, 28, 26, 1
255, 4, 3, 1
2, 7, 7, 1
255, 2, 2, 1
2, 478, 174, 2
2582, 2, 2, 1
2, 2, 2, 1
2582, 2, 2, 1
2, 182, 86, 2
2595, 2, 2, 1
2, 62, 52, 1
259, 2, 2, 1
2, 587, 167, 3
26, 2, 2, 1
2, 145, 74, 1
266, 3, 3, 1
26, 2, 2, 1
267, 48, 14, 3
268, 4, 3, 1
2, 3, 3, 1
269, 7, 6, 1
270, 12, 5, 2
2, 2, 2, 1
272, 13, 12, 1
273, 8, 7, 1
27, 3, 3, 1
275, 3, 3, 1
27, 2, 2, 1
276, 11, 6, 1
277, 15, 7, 2
278, 24, 6, 4
279, 104, 22, 4
280, 5, 4, 1
281, 24, 15, 1
282, 3, 3, 1
283, 5, 5, 1
284, 13, 8, 1
285, 3, 3, 1
286, 10, 7, 1
287, 47, 14, 3
288, 5, 3, 1
289, 21, 13, 1
290, 2, 2, 1
291, 27, 10, 2
292, 28, 15, 1
2928, 2, 2, 1
293, 5, 3, 1
294, 14, 10, 1
295, 17, 11, 1
296, 2, 2, 1
297, 22, 9, 2
2977, 2, 2, 1
298, 41, 15, 2
299, 64, 17, 3
300, 16, 8, 2
301, 3, 3, 1
30, 2, 2, 1
302, 22, 9, 2
30, 2, 2, 1
302, 9, 9, 1
303, 2, 2, 1
304, 60, 23, 2
30, 2, 2, 1
304, 3, 3, 1
30, 2, 2, 1
304, 9, 9, 1
30, 2, 2, 1
304, 2, 2, 1
30, 2, 2, 1
304, 20, 17, 1
30, 2, 2, 1
304, 20, 18, 1
30, 2, 2, 1
304, 40, 23, 1
305, 44, 12, 3
306, 12, 7, 1
308, 31, 9, 3
309, 19, 11, 1
310, 2, 2, 1
312, 3, 3, 1
313, 2, 2, 1
314, 5, 4, 1
31, 2, 2, 1
315, 21, 10, 2
31, 3, 2, 1
316, 9, 9, 1
31, 2, 2, 1
316, 25, 10, 2
31, 2, 2, 1
316, 18, 10, 1
31, 3, 3, 1
317, 9, 5, 1
320, 29, 8, 3
321, 12, 7, 1
322, 21, 9, 2
323, 4, 4, 1
324, 25, 10, 2
325, 14, 9, 1
326, 19, 19, 1
327, 3, 2, 1
328, 7, 7, 1
329, 9, 4, 2
330, 26, 8, 3
332, 2, 1, 2
337, 6, 2, 3
338, 4, 2, 2
3416, 2, 2, 1
3, 2, 2, 1
347, 7, 7, 1
3, 2, 1, 2
35, 3, 2, 1
352, 3, 3, 1
35, 2, 2, 1
352, 2, 2, 1
35, 2, 2, 1
3, 2, 2, 1
358, 5, 3, 1
35, 2, 1, 2
3, 2, 2, 1
3631, 2, 1, 2
3, 3, 3, 1
370, 12, 2, 6
37, 3, 3, 1
371, 2, 2, 1
3, 2, 2, 1
371, 2, 2, 1
37, 3, 2, 1
3, 3, 3, 1
3785, 2, 2, 1
38674, 2, 2, 1
3, 2, 1, 2
388, 2, 2, 1
389, 13, 3, 4
392, 2, 2, 1
393, 2, 2, 1
394, 2, 2, 1
3, 2, 2, 1
394, 2, 1, 2
3982, 2, 2, 1
398, 2, 1, 2
3, 2, 2, 1
403, 2, 2, 1
404, 9, 6, 1
405, 2, 1, 2
4075, 3, 2, 1
4093, 2, 2, 1
4111, 3, 3, 1
412, 4, 4, 1
4139, 2, 1, 2
417, 2, 2, 1
420, 6, 3, 2
423, 10, 5, 2
424, 2, 2, 1
4284, 2, 2, 1
4303, 2, 2, 1
433, 7, 3, 2
4340, 2, 2, 1
435, 6, 3, 2
438, 25, 17, 1
439, 18, 9, 2
4409, 2, 2, 1
44, 2, 2, 1
441, 11, 9, 1
44, 2, 2, 1
441, 2, 2, 1
443, 13, 6, 2
444, 3, 2, 1
44, 6, 2, 3
446, 4, 4, 1
44, 9, 5, 1
447, 4, 4, 1
44, 6, 5, 1
454, 8, 8, 1
456, 3, 2, 1
46, 4, 3, 1
471, 2, 2, 1
47, 2, 2, 1
474, 2, 2, 1
47, 2, 2, 1
474, 2, 2, 1
47, 2, 2, 1
481, 17, 10, 1
4818, 2, 2, 1
482, 2, 2, 1
487, 2, 2, 1
4918, 2, 2, 1
4919, 2, 2, 1
493, 4, 4, 1
496, 7, 7, 1
49737, 2, 2, 1
50, 35, 9, 3
511, 3, 3, 1
5120, 2, 2, 1
5147, 2, 2, 1
5170, 2, 2, 1
51, 2, 2, 1
520, 2, 2, 1
529, 6, 5, 1
530, 2, 2, 1
533, 4, 4, 1
534, 2, 2, 1
535, 2, 2, 1
54, 2, 2, 1
546, 2, 2, 1
54, 2, 2, 1
56, 7, 5, 1
566, 2, 2, 1
571, 4, 4, 1
576, 2, 2, 1
5778, 2, 2, 1
581, 5, 3, 1
5816, 3, 3, 1
582, 10, 6, 1
584, 2, 2, 1
58, 3, 3, 1
592, 6, 3, 2
593, 2, 2, 1
594, 2, 2, 1
6060, 2, 2, 1
6108, 2, 2, 1
615, 8, 5, 1
616, 2, 2, 1
624, 3, 3, 1
627, 2, 2, 1
640, 2, 2, 1
646, 26, 18, 1
64671, 2, 2, 1
646, 29, 20, 1
648, 20, 7, 2
6487, 2, 2, 1
648, 2, 2, 1
649, 33, 15, 2
651, 25, 8, 3
652, 4, 4, 1
653, 43, 10, 4
654, 6, 5, 1
6545, 2, 2, 1
654, 23, 13, 1
655, 2, 2, 1
656, 7, 7, 1
65809, 2, 2, 1
660, 8, 6, 1
6619, 2, 2, 1
662, 28, 8, 3
664, 6, 6, 1
665, 17, 10, 1
66562, 2, 2, 1
665, 14, 13, 1
6658, 2, 2, 1
666, 8, 5, 1
6676, 2, 2, 1
67, 6, 4, 1
674, 6, 6, 1
676, 4, 4, 1
681, 9, 6, 1
689, 4, 3, 1
690, 3, 2, 1
693, 8, 7, 1
697, 10, 7, 1
6994, 2, 1, 2
70, 5, 2, 2
7090, 2, 2, 1
71, 2, 1, 2
713, 15, 8, 1
714, 10, 5, 2
715, 2, 2, 1
71, 2, 2, 1
720, 2, 2, 1
723, 2, 1, 2
72, 2, 1, 2
730, 11, 6, 1
73, 2, 2, 1
731, 11, 6, 1
738, 2, 2, 1
743, 6, 4, 1
744, 44, 16, 2
745, 21, 8, 2
746, 15, 7, 2
75, 3, 3, 1
758, 2, 2, 1
7721, 2, 1, 2
774, 3, 2, 1
782, 4, 4, 1
783, 15, 15, 1
78, 2, 2, 1
7870, 17, 17, 1
791, 6, 4, 1
793, 2, 1, 2
79, 2, 2, 1
80, 2, 1, 2
804, 2, 2, 1
80, 2, 2, 1
808, 7, 5, 1
80, 2, 2, 1
813, 2, 2, 1
819, 13, 4, 3
820, 21, 13, 1
82, 3, 3, 1
821, 2, 2, 1
82, 2, 2, 1
822, 6, 5, 1
82, 3, 2, 1
8269, 2, 2, 1
82, 2, 2, 1
832, 11, 6, 1
834, 9, 2, 4
835, 2, 1, 2
841, 2, 2, 1
84, 2, 2, 1
845, 5, 4, 1
848, 3, 2, 1
8496, 3, 3, 1
850, 4, 3, 1
852, 2, 2, 1
853, 2, 2, 1
854, 10, 7, 1
855, 2, 2, 1
860, 14, 8, 1
8642, 2, 2, 1
8668, 2, 2, 1
869, 2, 1, 2
87, 8, 7, 1
875, 3, 2, 1
87, 6, 5, 1
88, 18, 6, 3
886, 2, 2, 1
88, 7, 3, 2
8940, 2, 2, 1
899, 34, 13, 2
904, 2, 2, 1
912, 3, 2, 1
91, 5, 5, 1
922, 2, 2, 1
926, 15, 8, 1
934, 10, 7, 1
941, 2, 2, 1
942, 17, 6, 2
9430, 2, 2, 1
948, 14, 6, 2
949, 2, 2, 1
95, 8, 5, 1
9583, 2, 2, 1
9590, 2, 2, 1
961, 7, 4, 1
9620, 2, 1, 2
969, 2, 2, 1
9833, 2, 2, 1
985, 6, 5, 1
98, 2, 2, 1
989, 5, 4, 1
990, 3, 2, 1
99498, 2, 1, 2
1000, 2, 2, 1
1002, 5, 3, 1
1003, 2, 2, 1
1004, 4, 4, 1
10124, 3, 3, 1
10128, 2, 2, 1
1014, 4, 4, 1
1018, 2, 2, 1
1022, 2, 2, 1
10227, 2, 2, 1
1026, 10, 6, 1
1027, 2, 2, 1
10321, 2, 1, 2
1037, 4, 3, 1
1038, 11, 6, 1
1039, 2, 1, 2
1040, 4, 3, 1
104, 14, 4, 3
1051, 7, 5, 1
105, 2, 2, 1
10540, 2, 2, 1
105, 2, 2, 1
10579, 4, 4, 1
10580, 2, 2, 1
1059, 3, 3, 1
10597, 2, 2, 1
10682, 2, 1, 2
10689, 2, 2, 1
10713, 2, 2, 1
10823, 2, 2, 1
109, 3, 3, 1
10928, 3, 3, 1
109, 2, 2, 1
1095, 7, 4, 1
109, 4, 2, 2
1098, 6, 6, 1
109, 2, 2, 1
1, 9, 9, 1
1102, 4, 3, 1
1, 2, 2, 1
1102, 2, 2, 1
1, 2, 2, 1
110342, 2, 2, 1
1, 21, 18, 1
11088, 2, 2, 1
1, 10, 10, 1
11113, 2, 2, 1
11, 2, 2, 1
1, 4, 4, 1
111309, 2, 2, 1
1, 7, 6, 1
1115, 2, 2, 1
1, 10, 9, 1
1119, 2, 2, 1
1, 6, 6, 1
112, 2, 2, 1
1, 2, 1, 2
112, 2, 2, 1
1, 2, 2, 1
112, 2, 2, 1
1, 3, 3, 1
1127, 2, 2, 1
1, 5, 5, 1
1134, 2, 2, 1
1, 12, 12, 1
114, 6, 4, 1
1, 2, 2, 1
114, 3, 3, 1
1, 2, 1, 2
114, 2, 2, 1
1, 9, 9, 1
1157, 4, 4, 1
1, 4, 4, 1
1159, 2, 2, 1
1, 14, 14, 1
116, 2, 2, 1
1163, 14, 9, 1
1, 3, 3, 1
116, 2, 2, 1
1, 3, 3, 1
1165, 4, 2, 2
1, 9, 9, 1
11696, 2, 2, 1
1, 12, 12, 1
1175, 2, 2, 1
1, 23, 23, 1
1185, 15, 12, 1
1, 2, 2, 1
11869, 2, 2, 1
1, 4, 4, 1
1193, 5, 2, 2
1, 12, 12, 1
120, 2, 2, 1
1, 3, 3, 1
120, 2, 2, 1
1, 2, 2, 1
120, 2, 2, 1
1207, 2, 2, 1
120, 2, 2, 1
1, 2, 2, 1
120, 2, 2, 1
1, 9, 9, 1
12141, 2, 2, 1
1, 4, 4, 1
121, 2, 1, 2
1215, 2, 2, 1
1, 60, 59, 1
1225, 2, 2, 1
1, 16, 15, 1
12296, 2, 2, 1
1, 17, 14, 1
123, 2, 2, 1
1, 4, 4, 1
12, 2, 2, 1
1, 2, 2, 1
123, 3, 2, 1
1, 11, 10, 1
1243, 2, 2, 1
1, 32, 25, 1
1260, 2, 2, 1
1, 2, 2, 1
1261, 5, 3, 1
1, 2, 2, 1
1263, 2, 2, 1
1, 2, 2, 1
1264, 2, 2, 1
1, 2, 2, 1
1265, 2, 1, 2
126, 2, 2, 1
1, 4, 4, 1
1266, 3, 3, 1
126, 2, 2, 1
1, 2, 2, 1
126, 3, 3, 1
1, 3, 3, 1
1269, 2, 2, 1
1, 2, 2, 1
1270, 4, 3, 1
1, 5, 5, 1
1273, 5, 4, 1
1, 9, 8, 1
127, 3, 3, 1
1, 12, 12, 1
127, 2, 2, 1
1, 3, 3, 1
1280, 10, 6, 1
1, 5, 5, 1
12, 2, 2, 1
1281, 2, 2, 1
1, 2, 1, 2
1283, 2, 2, 1
1284, 6, 4, 1
1, 5, 4, 1
128, 2, 2, 1
1, 2, 2, 1
128, 2, 2, 1
1288, 3, 3, 1
1, 3, 3, 1
1289, 3, 3, 1
1, 8, 8, 1
1292, 29, 10, 2
1, 2, 2, 1
1293, 10, 9, 1
1, 5, 5, 1
1294, 7, 4, 1
1, 2, 2, 1
1295, 5, 3, 1
1, 3, 3, 1
1299, 2, 2, 1
1, 2, 2, 1
1300, 14, 6, 2
1, 19, 19, 1
131010, 6, 6, 1
1, 10, 10, 1
1312, 2, 2, 1
131259, 2, 2, 1
1312, 2, 2, 1
1, 5, 5, 1
1314, 2, 2, 1
1, 4, 4, 1
13, 5, 3, 1
1, 2, 2, 1
13, 7, 5, 1
1, 13, 13, 1
132019, 2, 2, 1
1, 9, 9, 1
13, 3, 2, 1
1, 2, 2, 1
13, 8, 5, 1
1, 2, 2, 1
1325, 2, 2, 1
1, 2, 2, 1
13270, 2, 2, 1
1, 5, 5, 1
132952, 2, 2, 1
1, 21, 20, 1
1337, 10, 6, 1
1, 5, 5, 1
133, 3, 3, 1
1338, 2, 2, 1
1339, 2, 2, 1
1, 7, 7, 1
1343, 5, 4, 1
1, 12, 12, 1
134, 3, 3, 1
1, 32, 31, 1
135713, 2, 2, 1
1, 2, 2, 1
135880, 4, 4, 1
1, 11, 10, 1
13632, 2, 2, 1
1, 5, 5, 1
1364, 2, 2, 1
1, 2, 2, 1
136, 2, 2, 1
1, 2, 2, 1
136, 4, 3, 1
1, 5, 5, 1
136, 3, 2, 1
1, 2, 1, 2
136, 2, 2, 1
1, 7, 7, 1
137, 17, 9, 1
1, 5, 5, 1
137, 15, 8, 1
1, 2, 2, 1
137444, 2, 2, 1
1375, 2, 2, 1
1, 2, 2, 1
1376, 2, 2, 1
1, 5, 5, 1
137833, 2, 2, 1
1, 4, 4, 1
137920, 3, 3, 1
1, 3, 3, 1
138, 3, 3, 1
1, 2, 2, 1
138, 13, 7, 1
1, 7, 7, 1
1383, 14, 7, 2
1, 13, 13, 1
13894, 2, 1, 2
1389, 4, 2, 2
1, 2, 2, 1
1390, 2, 2, 1
139, 2, 2, 1
1, 3, 3, 1
139, 2, 2, 1
1, 4, 4, 1
139331, 2, 2, 1
1, 8, 8, 1
1395, 2, 2, 1
1, 4, 4, 1
139, 4, 3, 1
1396, 2, 2, 1
1, 19, 19, 1
140, 12, 6, 2
1, 2, 2, 1
140, 3, 2, 1
1402, 2, 2, 1
1, 3, 3, 1
140, 2, 2, 1
1, 5, 5, 1
1406, 2, 1, 2
140, 2, 2, 1
1, 2, 1, 2
1407, 2, 2, 1
1, 2, 2, 1
140, 2, 2, 1
1, 2, 2, 1
14, 10, 4, 2
1, 48, 47, 1
1418, 4, 2, 2
1, 23, 23, 1
1423, 2, 2, 1
1, 6, 6, 1
142562, 2, 2, 1
1, 2, 2, 1
14, 4, 4, 1
1, 4, 4, 1
14, 5, 3, 1
1, 3, 3, 1
14, 2, 2, 1
1, 3, 3, 1
14, 2, 2, 1
142757, 2, 2, 1
1, 5, 5, 1
14, 3, 3, 1
1, 12, 12, 1
143, 6, 3, 2
1, 8, 7, 1
14, 2, 2, 1
1, 9, 8, 1
14, 6, 3, 2
1, 6, 6, 1
14352, 2, 2, 1
14, 4, 3, 1
1, 2, 2, 1
14, 2, 2, 1
1, 2, 2, 1
14, 4, 3, 1
1, 11, 11, 1
143757, 2, 2, 1
1, 25, 25, 1
14, 3, 3, 1
1, 4, 4, 1
14, 2, 2, 1
1, 2, 2, 1
1443, 7, 6, 1
14, 2, 2, 1
1443, 8, 6, 1
14, 4, 3, 1
1, 8, 7, 1
14, 3, 2, 1
1, 5, 5, 1
144, 2, 2, 1
1, 9, 8, 1
1446, 2, 2, 1
1, 15, 15, 1
1449, 2, 2, 1
1, 13, 13, 1
1451, 2, 2, 1
1, 7, 7, 1
145, 2, 2, 1
14, 3, 2, 1
1452, 2, 2, 1
14, 2, 2, 1
145, 2, 1, 2
1452, 2, 2, 1
1, 2, 2, 1
14, 2, 2, 1
1, 2, 1, 2
14, 2, 2, 1
1, 35, 32, 1
14, 2, 2, 1
1, 2, 2, 1
1461, 6, 4, 1
14, 2, 2, 1
1, 7, 7, 1
1462, 3, 2, 1
14, 3, 2, 1
1462, 2, 2, 1
1, 10, 10, 1
1464, 2, 2, 1
1, 9, 9, 1
1467, 3, 2, 1
1, 7, 7, 1
14, 14, 4, 3
1, 8, 8, 1
14, 2, 2, 1
1, 28, 28, 1
14, 4, 2, 2
1, 3, 3, 1
14, 2, 2, 1
1, 5, 5, 1
147, 2, 2, 1
1, 3, 3, 1
1479, 2, 2, 1
1, 6, 6, 1
148, 2, 2, 1
1, 2, 2, 1
148, 2, 2, 1
1, 2, 2, 1
148, 10, 8, 1
1, 3, 3, 1
148, 2, 2, 1
1, 3, 3, 1
148, 7, 4, 1
1, 6, 6, 1
148, 2, 2, 1
1483, 6, 6, 1
148, 3, 3, 1
148374, 2, 2, 1
1, 6, 6, 1
148, 7, 4, 1
1, 2, 2, 1
148, 2, 2, 1
14856, 2, 2, 1
1, 5, 5, 1
148, 2, 2, 1
1, 2, 2, 1
148, 3, 3, 1
1486, 2, 2, 1
148, 3, 3, 1
1, 4, 4, 1
148, 3, 2, 1
1, 5, 5, 1
148, 2, 2, 1
1488, 4, 4, 1
148, 2, 2, 1
1488, 2, 2, 1
1, 3, 3, 1
148, 2, 2, 1
1, 11, 11, 1
1491, 2, 2, 1
1, 9, 8, 1
1493, 2, 2, 1
1, 6, 6, 1
1494, 3, 3, 1
149479, 2, 2, 1
1, 19, 19, 1
1496, 5, 3, 1
1, 10, 10, 1
149754, 2, 2, 1
1, 98, 96, 1
1502, 3, 3, 1
1, 40, 40, 1
1503, 3, 2, 1
1, 71, 71, 1
150435, 3, 3, 1
1, 104, 104, 1
1505, 2, 2, 1
1, 186, 184, 1
1506, 6, 2, 3
1, 1281, 1251, 1
1509, 2, 2, 1
1, 1648, 1604, 1
1511, 2, 2, 1
1, 1206, 1177, 1
15128, 2, 2, 1
1, 1258, 1228, 1
1513, 2, 2, 1
1, 6559, 5562, 1
151, 2, 2, 1
1517, 2, 2, 1
151, 2, 2, 1
1, 2118, 2023, 1
151, 2, 2, 1
1, 2138, 2039, 1
1519, 2, 2, 1
1, 4304, 3992, 1
152, 2, 2, 1
1, 1848, 1794, 1
152223, 2, 2, 1
1, 2987, 2845, 1
1524, 3, 3, 1
1, 8348, 7553, 1
1532, 2, 2, 1
1, 21, 21, 1
1532, 7, 4, 1
1, 592, 587, 1
153, 2, 2, 1
1, 1023, 1003, 1
1535, 2, 2, 1
153, 2, 2, 1
1, 1052, 1030, 1
153761, 2, 2, 1
1, 1102, 1076, 1
1539, 4, 4, 1
1, 633, 622, 1
1540, 5, 4, 1
154, 2, 2, 1
1, 763, 744, 1
1541, 2, 2, 1
1, 887, 863, 1
1542, 2, 2, 1
1, 1062, 1033, 1
1543, 2, 2, 1
1, 1383, 1342, 1
1544, 2, 2, 1
1, 1534, 1465, 1
1545, 2, 2, 1
1, 1785, 1711, 1
1546, 6, 5, 1
1, 1828, 1773, 1
1547, 2, 2, 1
1, 1986, 1905, 1
1548, 2, 2, 1
1, 3816, 3653, 1
1550, 2, 2, 1
1, 3074, 3010, 1
155, 2, 2, 1
1552, 2, 2, 1
155, 2, 2, 1
1552, 3, 3, 1
1, 882, 873, 1
155, 4, 4, 1
1553, 5, 5, 1
155, 5, 5, 1
1, 658, 656, 1
1554, 3, 3, 1
155, 2, 2, 1
1554, 3, 3, 1
155, 3, 3, 1
1, 443, 439, 1
155, 3, 3, 1
1, 379, 374, 1
1556, 4, 3, 1
1, 293, 293, 1
1557, 3, 3, 1
1, 403, 401, 1
1559, 3, 3, 1
1, 670, 659, 1
1563, 2, 2, 1
